,Class 0,Class 1,Class 2,Class 3,Class 4,Accuracy,AUC,G-mean,Avg_Pfm,Training Time,Res_time
MLP-ROS-roc_auc,0.5148569193499546,0.4463431305536569,0.1665377389766825,0.2748427672955975,0.7197640117994101,0.48923525572189586,0.7052583055227027,0.3765550729214449,0.5236828780553479,1187.021,0.6271851062774658
MLP-ROS-pr_auc,0.5737105077218129,0.2688702275168441,0.2530666371974804,0.340251572327044,0.6932153392330384,0.5238298275535342,0.6972909791183795,0.3915865293495292,0.5375691120071476,1912.713,0.6271851062774658
